"Time","Chiếu sáng","Ổ cắm phòng khách + bếp + ngủ","Nóng lạnh","Điều hoà 1 & 2","Điều hoà 3","Điều hoà phòng khách","Bếp từ"
2020-07-15 00:00:00,0,0.965,0,1.52,0,2.86,0.250
2020-07-15 00:01:00,0,0.955,0,1.53,0,2.86,0.250
2020-07-15 00:02:00,0,0.950,0,1.53,0,2.86,0.250
2020-07-15 00:03:00,0,0.950,0,1.53,0,2.87,0.250
2020-07-15 00:04:00,0,0.790,0,1.53,0,2.86,0.250
2020-07-15 00:05:00,0,0.625,0,1.53,0,2.85,0.250
2020-07-15 00:06:00,0,0.620,0,1.54,0,2.84,0.250
2020-07-15 00:07:00,0,0.620,0,1.54,0,2.86,0.250
2020-07-15 00:08:00,0,0.620,0,1.54,0,2.88,0.250
2020-07-15 00:09:00,0,0.615,0,1.52,0,2.85,0.250
2020-07-15 00:10:00,0,0.610,0,1.58,0,2.84,0.250
2020-07-15 00:11:00,0,0.610,0,1.65,0,2.87,0.250
2020-07-15 00:12:00,0,0.605,0,1.83,0,2.89,0.250
2020-07-15 00:13:00,0,0.600,0,1.97,0,2.90,0.250
2020-07-15 00:14:00,0,0.600,0,1.93,0,2.91,0.250
2020-07-15 00:15:00,0.0400,0.600,0,2.22,0,2.90,0.250
2020-07-15 00:16:00,0.0800,0.595,0,2.40,0,2.89,0.250
2020-07-15 00:17:00,0.0400,0.590,0,2.32,0,2.88,0.250
2020-07-15 00:18:00,0,0.590,0,2.33,0,2.88,0.250
2020-07-15 00:19:00,0,0.590,0,2.31,0,2.87,0.250
2020-07-15 00:20:00,0,0.590,0,2.31,0,2.88,0.250
2020-07-15 00:21:00,0,0.590,0,2.30,0,2.90,0.250
2020-07-15 00:22:00,0,0.590,0,2.27,0,2.90,0.250
2020-07-15 00:23:00,0,0.590,0,2.30,0,2.90,0.250
2020-07-15 00:24:00,0,0.585,0,2.33,0,2.91,0.250
2020-07-15 00:25:00,0,0.580,0,2.32,0,2.89,0.250
2020-07-15 00:26:00,0,0.580,0,2.30,0,2.88,0.250
2020-07-15 00:27:00,0,0.580,0,2.29,0,2.90,0.250
2020-07-15 00:28:00,0,0.655,0,2.27,0,2.91,0.250
2020-07-15 00:29:00,0,0.710,0,2.23,0,2.91,0.250
2020-07-15 00:30:00,0,0.685,0,2.26,0,2.88,0.250
2020-07-15 00:31:00,0,0.665,0,2.22,0,2.86,0.250
2020-07-15 00:32:00,0,0.650,0,2.02,0,2.88,0.250
2020-07-15 00:33:00,0,0.650,0,1.91,0,2.90,0.250
2020-07-15 00:34:00,0,0.855,0,1.88,0,2.88,0.250
2020-07-15 00:35:00,0,1.06,0,1.73,0,2.88,0.250
2020-07-15 00:36:00,0,1.05,0,1.59,0,2.91,0.250
2020-07-15 00:37:00,0,1.02,0,1.44,0,2.88,0.250
2020-07-15 00:38:00,0,1.02,0,1.29,0,2.85,0.250
2020-07-15 00:39:00,0,1.02,0,1.33,0,2.87,0.250
2020-07-15 00:40:00,0,1.02,0,1.40,0,2.87,0.250
2020-07-15 00:41:00,0,1.01,0,1.41,0,2.86,0.250
2020-07-15 00:42:00,0,1.02,0,1.41,0,2.87,0.250
2020-07-15 00:43:00,0,1.02,0,1.42,0,2.88,0.250
2020-07-15 00:44:00,0,1.01,0,1.42,0,2.85,0.250
2020-07-15 00:45:00,0,1.00,0,1.39,0,2.85,0.250
2020-07-15 00:46:00,0,1,0,1.42,0,2.86,0.250
2020-07-15 00:47:00,0,1.00,0,1.42,0,2.84,0.250
2020-07-15 00:48:00,0,1.00,0,1.41,0,2.83,0.250
2020-07-15 00:49:00,0,1,0,1.41,0,2.85,0.250
2020-07-15 00:50:00,0,1,0,1.42,0,2.85,0.250
2020-07-15 00:51:00,0,1,0,1.44,0,2.83,0.250
2020-07-15 00:52:00,0,1,0,1.42,0,2.84,0.250
2020-07-15 00:53:00,0,1,0,1.42,0,2.86,0.250
2020-07-15 00:54:00,0,1,0,1.41,0,2.87,0.250
2020-07-15 00:55:00,0,1,0,1.42,0,2.87,0.250
2020-07-15 00:56:00,0,0.960,0,1.43,0,2.87,0.250
2020-07-15 00:57:00,0,0.920,0,1.42,0,2.85,0.250
2020-07-15 00:58:00,0,0.925,0,1.41,0,2.84,0.250
2020-07-15 00:59:00,0,0.930,0,1.42,0,2.85,0.250
2020-07-15 01:00:00,0,0.920,0,1.42,0,2.86,0.250
2020-07-15 01:01:00,0,0.910,0,1.42,0,2.85,0.250
2020-07-15 01:02:00,0,0.910,0,1.40,0,2.84,0.250
2020-07-15 01:03:00,0,0.910,0,1.40,0,2.85,0.250
2020-07-15 01:04:00,0,0.910,0,1.41,0,2.85,0.250
2020-07-15 01:05:00,0,0.910,0,1.43,0,2.84,0.250
2020-07-15 01:06:00,0,0.910,0,1.44,0,2.86,0.250
2020-07-15 01:07:00,0,0.905,0,1.42,0,2.87,0.250
2020-07-15 01:08:00,0,0.905,0,1.41,0,2.87,0.245
2020-07-15 01:09:00,0,0.910,0,1.41,0,2.88,0.240
2020-07-15 01:10:00,0,0.910,0,1.41,0,2.87,0.240
2020-07-15 01:11:00,0,0.905,0,1.41,0,2.86,0.240
2020-07-15 01:12:00,0,0.885,0,1.40,0,2.87,0.245
2020-07-15 01:13:00,0,0.860,0,1.41,0,2.88,0.250
2020-07-15 01:14:00,0,0.850,0,1.42,0,2.87,0.250
2020-07-15 01:15:00,0,0.850,0,1.40,0,2.88,0.250
2020-07-15 01:16:00,0,0.705,0,1.40,0,2.87,0.250
2020-07-15 01:17:00,0,0.560,0,1.41,0,2.85,0.250
2020-07-15 01:18:00,0,0.560,0,1.42,0,2.84,0.250
2020-07-15 01:19:00,0,0.560,0,1.41,0,2.84,0.250
2020-07-15 01:20:00,0,0.560,0,1.40,0,2.85,0.250
2020-07-15 01:21:00,0,0.560,0,1.40,0,2.87,0.250
2020-07-15 01:22:00,0,0.560,0,1.40,0,2.86,0.250
2020-07-15 01:23:00,0,0.560,0,1.40,0,2.85,0.250
2020-07-15 01:24:00,0,0.560,0,1.47,0,2.84,0.250
2020-07-15 01:25:00,0,0.560,0,1.68,0,2.85,0.250
2020-07-15 01:26:00,0,0.555,0,1.84,0,2.87,0.250
2020-07-15 01:27:00,0,0.555,0,2.05,0,2.85,0.250
2020-07-15 01:28:00,0,0.560,0,2.57,0,2.86,0.250
2020-07-15 01:29:00,0,0.560,0,2.91,0,2.84,0.250
2020-07-15 01:30:00,0,0.560,0,2.79,0,2.84,0.250
2020-07-15 01:31:00,0,0.560,0,2.58,0,2.86,0.250
2020-07-15 01:32:00,0,0.560,0,2.40,0,2.86,0.250
2020-07-15 01:33:00,0,0.560,0,2.77,0,2.85,0.250
2020-07-15 01:34:00,0,0.560,0,2.84,0,2.84,0.250
2020-07-15 01:35:00,0,0.560,0,2.57,0,2.83,0.250
2020-07-15 01:36:00,0,0.560,0,2.64,0,2.84,0.250
2020-07-15 01:37:00,0,0.560,0,2.69,0,2.84,0.250
2020-07-15 01:38:00,0,0.560,0,2.68,0,2.85,0.250
2020-07-15 01:39:00,0,0.560,0,2.69,0,2.88,0.250
2020-07-15 01:40:00,0,0.560,0,2.70,0,2.86,0.250
2020-07-15 01:41:00,0,0.560,0,2.71,0,2.84,0.250
2020-07-15 01:42:00,0,0.560,0,2.66,0,2.86,0.250
2020-07-15 01:43:00,0,0.560,0,2.59,0,2.84,0.250
2020-07-15 01:44:00,0,0.560,0,2.79,0,2.81,0.250
2020-07-15 01:45:00,0,0.800,0,3.10,0,2.81,0.250
2020-07-15 01:46:00,0,0.980,0,3.07,0,2.83,0.250
2020-07-15 01:47:00,0,0.925,0,2.93,0,2.83,0.250
2020-07-15 01:48:00,0,0.930,0,2.94,0,2.84,0.250
2020-07-15 01:49:00,0,0.930,0,2.80,0,2.88,0.250
2020-07-15 01:50:00,0,0.930,0,2.45,0,2.88,0.250
2020-07-15 01:51:00,0,0.930,0,2.24,0,2.88,0.250
2020-07-15 01:52:00,0,0.930,0,2.07,0,2.87,0.250
2020-07-15 01:53:00,0,0.930,0,1.92,0,2.86,0.250
2020-07-15 01:54:00,0,0.930,0,1.90,0,2.85,0.250
2020-07-15 01:55:00,0,0.930,0,1.75,0,2.84,0.250
2020-07-15 01:56:00,0,0.930,0,1.65,0,2.84,0.250
2020-07-15 01:57:00,0,0.925,0,1.69,0,2.84,0.250
2020-07-15 01:58:00,0,0.920,0,1.69,0,2.84,0.250
2020-07-15 01:59:00,0,0.915,0,1.67,0,2.85,0.250
2020-07-15 02:00:00,0,0.910,0,1.67,0,2.87,0.250
2020-07-15 02:01:00,0,0.915,0,1.67,0,2.87,0.250
2020-07-15 02:02:00,0,0.920,0,1.67,0,2.86,0.250
2020-07-15 02:03:00,0,0.920,0,1.67,0,2.83,0.250
2020-07-15 02:04:00,0,0.915,0,1.67,0,2.85,0.250
2020-07-15 02:05:00,0,0.915,0,1.75,0,2.86,0.250
2020-07-15 02:06:00,0,0.915,0,1.83,0,2.83,0.250
2020-07-15 02:07:00,0,0.910,0,1.98,0,2.82,0.250
2020-07-15 02:08:00,0,0.910,0,2.13,0,2.83,0.250
2020-07-15 02:09:00,0,0.910,0,2.13,0,2.84,0.250
2020-07-15 02:10:00,0,0.910,0,2.37,0,2.83,0.250
2020-07-15 02:11:00,0,0.910,0,2.58,0,2.82,0.250
2020-07-15 02:12:00,0,0.910,0,2.55,0,2.84,0.250
2020-07-15 02:13:00,0,0.910,0,2.54,0,2.84,0.250
2020-07-15 02:14:00,0,0.910,0,2.54,0,2.83,0.250
2020-07-15 02:15:00,0,0.905,0,2.55,0,2.82,0.250
2020-07-15 02:16:00,0,0.900,0,2.58,0,2.83,0.250
2020-07-15 02:17:00,0,0.905,0,2.59,0,2.82,0.250
2020-07-15 02:18:00,0,0.910,0,2.57,0,2.82,0.250
2020-07-15 02:19:00,0,0.910,0,2.57,0,2.84,0.250
2020-07-15 02:20:00,0,0.890,0,2.59,0,2.84,0.250
2020-07-15 02:21:00,0,0.870,0,2.57,0,2.82,0.250
2020-07-15 02:22:00,0,0.865,0,2.58,0,2.82,0.250
2020-07-15 02:23:00,0,0.860,0,2.59,0,2.81,0.250
2020-07-15 02:24:00,0,0.710,0,2.56,0,2.83,0.250
2020-07-15 02:25:00,0,0.560,0,2.55,0,2.84,0.250
2020-07-15 02:26:00,0,0.560,0,2.55,0,2.83,0.250
2020-07-15 02:27:00,0,0.560,0,2.56,0,2.84,0.250
2020-07-15 02:28:00,0,0.560,0,2.45,0,2.84,0.250
2020-07-15 02:29:00,0,0.560,0,2.22,0,2.83,0.250
2020-07-15 02:30:00,0,0.560,0,2.07,0,2.84,0.250
2020-07-15 02:31:00,0,0.560,0,2.03,0,2.85,0.250
2020-07-15 02:32:00,0,0.560,0,1.88,0,2.85,0.250
2020-07-15 02:33:00,0,0.560,0,1.73,0,2.84,0.250
2020-07-15 02:34:00,0,0.560,0,1.59,0,2.82,0.250
2020-07-15 02:35:00,0,0.560,0,1.46,0,2.80,0.250
2020-07-15 02:36:00,0,0.560,0,1.53,0,2.82,0.250
2020-07-15 02:37:00,0,0.560,0,1.58,0,2.85,0.250
2020-07-15 02:38:00,0,0.560,0,1.58,0,2.86,0.250
2020-07-15 02:39:00,0,0.560,0,1.58,0,2.84,0.250
2020-07-15 02:40:00,0,0.560,0,1.57,0,2.82,0.250
2020-07-15 02:41:00,0,0.560,0,1.56,0,2.84,0.250
2020-07-15 02:42:00,0,0.560,0,1.55,0,2.86,0.250
2020-07-15 02:43:00,0,0.560,0,1.56,0,2.85,0.250
2020-07-15 02:44:00,0,0.560,0,1.56,0,2.83,0.250
2020-07-15 02:45:00,0,0.560,0,1.56,0,2.85,0.250
2020-07-15 02:46:00,0,0.560,0,1.56,0,2.87,0.250
2020-07-15 02:47:00,0,0.560,0,1.56,0,2.86,0.250
2020-07-15 02:48:00,0,0.560,0,1.56,0,2.84,0.250
2020-07-15 02:49:00,0,0.560,0,1.56,0,2.83,0.250
2020-07-15 02:50:00,0,0.560,0,1.55,0,2.83,0.250
2020-07-15 02:51:00,0,0.560,0,1.55,0,2.81,0.250
2020-07-15 02:52:00,0,0.560,0,1.57,0,2.82,0.250
2020-07-15 02:53:00,0,0.755,0,1.56,0,2.83,0.250
2020-07-15 02:54:00,0,0.945,0,1.56,0,2.83,0.250
2020-07-15 02:55:00,0,0.930,0,1.56,0,2.84,0.250
2020-07-15 02:56:00,0,0.920,0,1.55,0,2.82,0.250
2020-07-15 02:57:00,0,0.925,0,1.56,0,2.81,0.250
2020-07-15 02:58:00,0,0.930,0,1.56,0,2.83,0.250
2020-07-15 02:59:00,0,0.930,0,1.55,0,2.85,0.250
2020-07-15 03:00:00,0,0.930,0,1.55,0,2.85,0.250
2020-07-15 03:01:00,0,0.930,0,1.55,0,2.83,0.250
2020-07-15 03:02:00,0,0.925,0,1.60,0,2.83,0.250
2020-07-15 03:03:00,0,0.920,0,1.65,0,2.82,0.250
2020-07-15 03:04:00,0,0.925,0,1.81,0,2.82,0.250
2020-07-15 03:05:00,0,0.925,0,1.98,0,2.84,0.250
2020-07-15 03:06:00,0,0.920,0,2.23,0,2.83,0.250
2020-07-15 03:07:00,0,0.920,0,2.48,0,2.84,0.250
2020-07-15 03:08:00,0,0.920,0,2.48,0,2.85,0.250
2020-07-15 03:09:00,0,0.915,0,2.38,0,2.85,0.250
2020-07-15 03:10:00,0,0.910,0,2.30,0,2.84,0.250
2020-07-15 03:11:00,0,0.910,0,2.32,0,2.84,0.250
2020-07-15 03:12:00,0,0.915,0,2.33,0,2.83,0.250
2020-07-15 03:13:00,0,0.915,0,2.33,0,2.83,0.250
2020-07-15 03:14:00,0,0.910,0,2.34,0,2.84,0.250
2020-07-15 03:15:00,0,0.915,0,2.33,0,2.84,0.250
2020-07-15 03:16:00,0,0.915,0,2.32,0,2.83,0.250
2020-07-15 03:17:00,0,0.910,0,2.30,0,2.83,0.250
2020-07-15 03:18:00,0,0.910,0,2.24,0,2.82,0.250
2020-07-15 03:19:00,0,0.905,0,2.20,0,2.82,0.250
2020-07-15 03:20:00,0,0.905,0,2.20,0,2.82,0.250
2020-07-15 03:21:00,0,0.910,0,2.04,0,2.82,0.250
2020-07-15 03:22:00,0,0.910,0,1.88,0,2.83,0.250
2020-07-15 03:23:00,0,0.905,0,1.73,0,2.85,0.250
2020-07-15 03:24:00,0,0.900,0,1.60,0,2.83,0.250
2020-07-15 03:25:00,0,0.890,0,1.46,0,2.80,0.250
2020-07-15 03:26:00,0.0400,0.875,0,1.36,0,2.79,0.250
2020-07-15 03:27:00,0.0800,0.865,0,1.43,0,2.80,0.250
2020-07-15 03:28:00,0.0400,0.855,0,1.44,0,2.80,0.250
2020-07-15 03:29:00,0,0.705,0,1.43,0,2.82,0.250
2020-07-15 03:30:00,0,0.560,0,1.42,0,2.81,0.250
2020-07-15 03:31:00,0,0.560,0,1.43,0,2.80,0.250
2020-07-15 03:32:00,0,0.560,0,1.44,0,2.83,0.250
2020-07-15 03:33:00,0,0.560,0,1.43,0,2.83,0.250
2020-07-15 03:34:00,0,0.560,0,1.42,0,2.81,0.250
2020-07-15 03:35:00,0,0.560,0,1.42,0,2.83,0.250
2020-07-15 03:36:00,0,0.560,0,1.41,0,2.84,0.250
2020-07-15 03:37:00,0,0.560,0,1.48,0,2.84,0.250
2020-07-15 03:38:00,0,0.560,0,1.55,0,2.82,0.250
2020-07-15 03:39:00,0,0.560,0,1.68,0,2.81,0.250
2020-07-15 03:40:00,0,0.560,0,1.82,0,2.81,0.250
2020-07-15 03:41:00,0,0.560,0,1.83,0,2.80,0.250
2020-07-15 03:42:00,0,0.560,0,2.03,0,2.80,0.250
2020-07-15 03:43:00,0,0.560,0,2.41,0,2.81,0.250
2020-07-15 03:44:00,0,0.560,0,2.55,0,2.83,0.250
2020-07-15 03:45:00,0,0.560,0,2.51,0,2.82,0.250
2020-07-15 03:46:00,0,0.560,0,2.51,0,2.81,0.250
2020-07-15 03:47:00,0,0.560,0,2.54,0,2.82,0.250
2020-07-15 03:48:00,0,0.560,0,2.55,0,2.82,0.250
2020-07-15 03:49:00,0,0.560,0,2.55,0,2.81,0.250
2020-07-15 03:50:00,0,0.560,0,2.54,0,2.81,0.250
2020-07-15 03:51:00,0,0.560,0,2.51,0,2.81,0.250
2020-07-15 03:52:00,0,0.560,0,2.52,0,2.81,0.250
2020-07-15 03:53:00,0,0.560,0,2.43,0,2.82,0.250
2020-07-15 03:54:00,0,0.560,0,2.32,0,2.83,0.250
2020-07-15 03:55:00,0,0.555,0,2.18,0,2.83,0.250
2020-07-15 03:56:00,0,0.550,0,1.91,0,2.81,0.250
2020-07-15 03:57:00,0,0.555,0,1.74,0,2.83,0.250
2020-07-15 03:58:00,0,0.560,0,1.70,0,2.84,0.250
2020-07-15 03:59:00,0,0.755,0,1.59,0,2.83,0.250
2020-07-15 04:00:00,0,0.935,0,1.47,0,2.83,0.250
2020-07-15 04:01:00,0,0.920,0,1.38,0,2.82,0.250
2020-07-15 04:02:00,0,0.920,0,1.36,0,2.80,0.250
2020-07-15 04:03:00,0,0.920,0,1.41,0,2.79,0.250
2020-07-15 04:04:00,0,0.920,0,1.42,0,2.81,0.250
2020-07-15 04:05:00,0,0.920,0,1.42,0,2.81,0.250
2020-07-15 04:06:00,0,0.920,0,1.42,0,2.80,0.250
2020-07-15 04:07:00,0,0.920,0,1.43,0,2.79,0.250
2020-07-15 04:08:00,0,0.920,0,1.43,0,2.79,0.250
2020-07-15 04:09:00,0,0.920,0,1.43,0,2.80,0.250
2020-07-15 04:10:00,0,0.920,0,1.43,0,2.79,0.250
2020-07-15 04:11:00,0,0.920,0,1.42,0,2.77,0.250
2020-07-15 04:12:00,0,0.915,0,1.42,0,2.78,0.250
2020-07-15 04:13:00,0,0.910,0,1.43,0,2.78,0.250
2020-07-15 04:14:00,0,0.910,0,1.42,0,2.76,0.250
2020-07-15 04:15:00,0,0.910,0,1.41,0,2.77,0.250
2020-07-15 04:16:00,0,0.905,0,1.41,0,2.78,0.250
2020-07-15 04:17:00,0,0.900,0,1.42,0,2.78,0.250
2020-07-15 04:18:00,0,0.900,0,1.42,0,2.78,0.250
2020-07-15 04:19:00,0,0.905,0,1.42,0,2.76,0.250
2020-07-15 04:20:00,0,0.910,0,1.43,0,2.75,0.250
2020-07-15 04:21:00,0,0.905,0,1.44,0,2.75,0.250
2020-07-15 04:22:00,0,0.900,0,1.43,0,2.78,0.250
2020-07-15 04:23:00,0,0.900,0,1.44,0,2.80,0.250
2020-07-15 04:24:00,0,0.900,0,1.43,0,2.77,0.250
2020-07-15 04:25:00,0,0.900,0,1.42,0,2.75,0.250
2020-07-15 04:26:00,0,0.980,0,1.42,0,2.77,0.250
2020-07-15 04:27:00,0,1.04,0,1.42,0,2.79,0.250
2020-07-15 04:28:00,0,1.02,0,1.44,0,2.77,0.250
2020-07-15 04:29:00,0,0.990,0,1.44,0,2.79,0.250
2020-07-15 04:30:00,0,0.970,0,1.42,0,2.79,0.250
2020-07-15 04:31:00,0,0.960,0,1.42,0,2.77,0.250
2020-07-15 04:32:00,0,0.950,0,1.41,0,2.77,0.250
2020-07-15 04:33:00,0,0.800,0,1.42,0,2.79,0.250
2020-07-15 04:34:00,0,0.645,0,1.42,0,2.79,0.250
2020-07-15 04:35:00,0,0.640,0,1.42,0,2.80,0.250
2020-07-15 04:36:00,0,0.640,0,1.42,0,2.82,0.250
2020-07-15 04:37:00,0,0.635,0,1.42,0,2.82,0.250
2020-07-15 04:38:00,0,0.635,0,1.41,0,2.80,0.250
2020-07-15 04:39:00,0,0.640,0,1.41,0,2.80,0.250
2020-07-15 04:40:00,0,0.640,0,1.42,0,2.80,0.250
2020-07-15 04:41:00,0,0.640,0,1.44,0,2.79,0.250
2020-07-15 04:42:00,0,0.640,0,1.44,0,2.80,0.250
2020-07-15 04:43:00,0,0.640,0,1.42,0,2.80,0.250
2020-07-15 04:44:00,0,0.635,0,1.40,0,2.80,0.250
2020-07-15 04:45:00,0,0.630,0,1.40,0,2.79,0.250
2020-07-15 04:46:00,0,0.630,0,1.42,0,2.79,0.250
2020-07-15 04:47:00,0,0.630,0,1.42,0,2.78,0.250
2020-07-15 04:48:00,0,0.630,0,1.42,0,2.79,0.250
2020-07-15 04:49:00,0,0.630,0,1.42,0,2.81,0.250
2020-07-15 04:50:00,0,0.630,0,1.42,0,2.79,0.250
2020-07-15 04:51:00,0,0.630,0,1.48,0,2.77,0.250
2020-07-15 04:52:00,0,0.630,0,1.54,0,2.80,0.250
2020-07-15 04:53:00,0,0.630,0,1.68,0,2.81,0.250
2020-07-15 04:54:00,0,0.630,0,1.81,0,2.79,0.250
2020-07-15 04:55:00,0,0.595,0,1.82,0,2.80,0.250
2020-07-15 04:56:00,0,0.560,0,2.03,0,2.81,0.250
2020-07-15 04:57:00,0,0.560,0,2.38,0,2.81,0.250
2020-07-15 04:58:00,0,0.560,0,2.52,0,2.79,0.250
2020-07-15 04:59:00,0,0.560,0,2.49,0,2.79,0.250
2020-07-15 05:00:00,0,0.560,0,2.48,0,2.81,0.250
2020-07-15 05:01:00,0,0.560,0,2.48,0,2.81,0.250
2020-07-15 05:02:00,0,0.560,0,2.49,0,2.80,0.250
2020-07-15 05:03:00,0,0.770,0,2.40,0,2.78,0.250
2020-07-15 05:04:00,0,0.950,0,2.30,0,2.78,0.250
2020-07-15 05:05:00,0,0.920,0,2.17,0,2.78,0.250
2020-07-15 05:06:00,0,0.925,0,1.98,0,2.78,0.250
2020-07-15 05:07:00,0,0.930,0,1.81,0,2.79,0.250
2020-07-15 05:08:00,0,0.925,0,1.70,0,2.80,0.250
2020-07-15 05:09:00,0,0.920,0,1.55,0,2.80,0.250
2020-07-15 05:10:00,0,0.920,0,1.34,0,2.80,0.250
2020-07-15 05:11:00,0.0400,0.920,0,1.29,0,2.80,0.250
2020-07-15 05:12:00,0.0800,0.920,0,1.28,0,2.80,0.250
2020-07-15 05:13:00,0.0800,0.920,0,1.27,0,2.81,0.250
2020-07-15 05:14:00,0.0800,0.920,0,1.26,0,2.81,0.250
2020-07-15 05:15:00,0.0800,0.920,0,1.26,0,2.81,0.250
2020-07-15 05:16:00,0.0800,0.915,0,1.26,0,2.84,0.250
2020-07-15 05:17:00,0.0400,0.910,0,1.26,0,2.85,0.250
2020-07-15 05:18:00,0,0.905,0,1.25,0,2.83,0.250
2020-07-15 05:19:00,0,0.900,0,1.25,0,2.82,0.250
2020-07-15 05:20:00,0,0.900,0,1.25,0,2.81,0.250
2020-07-15 05:21:00,0,0.900,0,1.24,0,2.79,0.250
2020-07-15 05:22:00,0,0.900,0,1.24,0,2.79,0.250
2020-07-15 05:23:00,0,0.900,0,1.25,0,2.81,0.250
2020-07-15 05:24:00,0,0.900,0,1.25,0,2.80,0.250
2020-07-15 05:25:00,0,0.895,0,1.25,0,2.79,0.250
2020-07-15 05:26:00,0,0.895,0,1.25,0,2.79,0.250
2020-07-15 05:27:00,0,0.895,0,1.25,0,2.77,0.250
2020-07-15 05:28:00,0,0.895,0,1.25,0,2.77,0.250
2020-07-15 05:29:00,0,0.895,0,1.25,0,2.77,0.250
2020-07-15 05:30:00,0,0.890,0,1.25,0,2.78,0.250
2020-07-15 05:31:00,0,0.890,0,1.24,0,2.78,0.250
2020-07-15 05:32:00,0,0.885,0,1.23,0,2.76,0.250
2020-07-15 05:33:00,0,0.880,0,1.23,0,2.77,0.250
2020-07-15 05:34:00,0,0.880,0,1.23,0,2.78,0.250
2020-07-15 05:35:00,0,0.865,0,1.23,0,2.78,0.255
2020-07-15 05:36:00,0,0.845,0,1.23,0,2.76,0.255
2020-07-15 05:37:00,0,0.840,0,1.23,0,2.77,0.250
2020-07-15 05:38:00,0,0.840,0,1.22,0,2.78,0.250
2020-07-15 05:39:00,0,0.840,0,1.22,0,2.76,0.250
2020-07-15 05:40:00,0,0.845,0,1.22,0,2.76,0.250
2020-07-15 05:41:00,0,0.860,0,1.23,0,2.78,0.250
2020-07-15 05:42:00,0,0.875,0,1.23,0,2.77,0.250
2020-07-15 05:43:00,0,0.880,0,1.22,0,2.78,0.250
2020-07-15 05:44:00,0,0.880,0,1.28,0,2.79,0.250
2020-07-15 05:45:00,0,0.880,0,1.37,0,2.79,0.250
2020-07-15 05:46:00,0,0.880,0,1.32,0,2.78,0.250
2020-07-15 05:47:00,0,0.880,0,1.25,0,2.78,0.250
2020-07-15 05:48:00,0,0.880,0,1.24,0,2.79,0.250
2020-07-15 05:49:00,0,1.01,0,1.23,0,2.80,0.250
2020-07-15 05:50:00,0,1.14,0,1.23,0,2.79,0.250
2020-07-15 05:51:00,0,1.13,0,1.23,0,2.80,0.250
2020-07-15 05:52:00,0,1.13,0,1.23,0,2.79,0.250
2020-07-15 05:53:00,0,1.13,0,1.22,0,2.79,0.250
2020-07-15 05:54:00,0,1.13,0,1.23,0,2.80,0.250
2020-07-15 05:55:00,0,1.13,0,1.23,0,2.79,0.125
2020-07-15 05:56:00,0,1.13,0,1.23,0,2.77,0.125
2020-07-15 05:57:00,0,1.13,0,1.23,0,2.80,0.250
2020-07-15 05:58:00,0,1.13,0,1.23,0,2.80,0.250
2020-07-15 05:59:00,0,1.12,0,1.23,0,2.79,0.250
2020-07-15 06:00:00,0,1.13,0,1.23,0,2.80,0.250
2020-07-15 06:01:00,0,1.13,0,1.23,0,2.79,0.250
2020-07-15 06:02:00,0,1.13,0,1.22,0,2.79,0.250
2020-07-15 06:03:00,0,1.13,0,1.22,0,2.79,0.250
2020-07-15 06:04:00,0,1.13,0,1.23,0,2.83,0.250
2020-07-15 06:05:00,0,1.13,0,1.23,0,2.84,0.250
2020-07-15 06:06:00,0.0400,1.13,0,1.23,0,2.83,0.250
2020-07-15 06:07:00,0.0800,1.13,0,1.23,0,2.81,0.250
2020-07-15 06:08:00,0.0800,1.13,0,1.23,0,2.79,0.250
2020-07-15 06:09:00,0.0800,1.08,0,1.23,0,2.82,0.250
2020-07-15 06:10:00,0.0800,1.03,0,1.23,0,2.82,0.250
2020-07-15 06:11:00,0.0800,1.03,0,1.22,0,2.80,0.250
2020-07-15 06:12:00,0.0800,1.02,0,1.22,0,2.82,0.250
2020-07-15 06:13:00,0.0800,1.02,0,1.23,0,2.83,0.250
2020-07-15 06:14:00,0.0800,1.03,0,1.23,0,2.82,0.250
2020-07-15 06:15:00,0.0800,1.04,0,1.23,0,2.83,0.250
2020-07-15 06:16:00,0.0400,0.735,0,1.22,0,2.83,0.250
2020-07-15 06:17:00,0,0.900,0,1.22,0,1.60,0.250
2020-07-15 06:18:00,0,1.12,0,1.22,0,0.370,0.250
2020-07-15 06:19:00,0,0.890,0,1.22,0,0.185,0.250
2020-07-15 06:20:00,0,0.910,0,1.22,0,0,0.250
2020-07-15 06:21:00,0,0.910,0,1.23,0,0,0.250
2020-07-15 06:22:00,0.0400,4.22,0,1.23,0,0,0.250
2020-07-15 06:23:00,0.0800,7.53,0,1.23,0,0,0.250
2020-07-15 06:24:00,0.0800,7.52,0,1.23,0,0,0.250
2020-07-15 06:25:00,0.0800,7.52,0,1.23,0,0,0.245
2020-07-15 06:26:00,0.0800,7.53,0,1.30,0,0,0.240
2020-07-15 06:27:00,0.0800,7.52,0,1.37,0,0,0.245
2020-07-15 06:28:00,0.0800,4.21,0,1.30,0,0,0.250
2020-07-15 06:29:00,0.0800,0.895,0,1.29,0,0,0.250
2020-07-15 06:30:00,0.0800,0.890,0,0.800,0,0,0.250
2020-07-15 06:31:00,0.0800,0.885,0,0.170,0,0,0.250
2020-07-15 06:32:00,0.0800,0.850,0,0.0900,0,0,0.250
2020-07-15 06:33:00,0.0800,0.820,0,0.100,0,0,0.250
2020-07-15 06:34:00,0.0800,0.815,0,0.0550,0,0,0.250
